dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,tema,regime,linksOrigem,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,20470,1982,DEPUTADO FÚLVIO FONTOURA                   ARENA,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL GERALDA CARVALHO DE SOUZA À ESCOLA
ESTADUAL MOCIDADE ESPÍRITA, DE FRUTAL.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, FRUTAL.","RETIFICAÇÃO DE NÚMERO PUBLICADA NO DL EM 28 8 1982: PROJETO DE LEI
2047/A.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-08-26,000143814,PL. 20470 1982 - PROJETO DE LEI,2035,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8361 1982 - LEI ORDINÁRIA,20120503,1753,rosanacf,1982-08-24,"list(passo = 1, data = ""1982-08-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 10 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: (NÃO CONSTA)\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 11 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 2 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO VASCONCELLOS\nPUBLICAÇÃO: 26 11 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 12 1982"")",list(),list(),N,"list(id = 2035, nome = ""DEPUTADO FÚLVIO FONTOURA"", partido = ""ARENA"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/8361/1982,LEI 8361 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2274,1982,GOVERNADOR DO ESTADO,DISPÕE SOBRE PENSÃO POR FALECIMENTO DE DEPUTADO ESTADUAL.,"NORMAS, CONCESSÃO, FIXAÇÃO, VALOR, PENSÃO ESPECIAL, VIÚVA, FILHO MENOR,
EX-DEPUTADO ESTADUAL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-12-24,000143585,PL. 2274 1982 - PROJETO DE LEI,,BENEFÍCIO PESSOAL,LEI 8393 1983 - LEI ORDINÁRIA,20131015,1603,rosanacf,1982-12-22,"list(passo = 1, data = ""1982-12-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\n(NÃO CONSTA TRAMITAÇÃO NO PLENÁRIO)\nEMENDAS PUBLICADAS NO DL EM 23 3 1983\nCOMISSÕES:\nJUSTIÇA E FINANÇAS (REUNIÃO CONJUNTA)\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 19 3 1983 E REPUBLICAÇÃO EM 24 3 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 20 4 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 5 1983"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 973 1982"")",NA,NA,/legislacao/mineira/LEI/8393/1983,LEI 8393 1983 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2273,1982,DEPUTADO NARCISO MICHELLI                  PFL,"DECLARA DE UTILIDADE PÚBLICA A CORPORAÇÃO MUSICAL EUTERPE
CARLOS GOMES, COM SEDE EM RIO NOVO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, RIO NOVO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-12-03,000143586,PL. 2273 1982 - PROJETO DE LEI,2046,UTILIDADE PÚBLICA,NA,20120131,1102,rosanacf,1982-12-01,"list(passo = 1, data = ""1982-12-01"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2046, nome = ""DEPUTADO NARCISO MICHELLI"", partido = ""PFL"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2272,1982,DEPUTADO SYLO COSTA                        PDS,"DECLARA DE UTILIDADE PÚBLICA A AUGUSTA E RESPEITÁVEL LOJA
MAÇÔNICA ACÁCIA SANFRANCISCANA, COM SEDE EM SÃO FRANCISCO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO FRANCISCO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-12-03,000143587,PL. 2272 1982 - PROJETO DE LEI,978,UTILIDADE PÚBLICA,NA,20120131,1118,rosanacf,1982-12-01,"list(passo = 1, data = ""1982-12-01"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 978, nome = ""DEPUTADO SYLO COSTA"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2271,1982,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A IGREJA SEICHO-NO-IE DO BRASIL,
REGIONAL DE MINAS GERAIS, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-12-03,000143588,PL. 2271 1982 - PROJETO DE LEI,351,UTILIDADE PÚBLICA,NA,20120131,1118,rosanacf,1982-12-01,"list(passo = 1, data = ""1982-12-01"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2255,1982,TRIBUNAL DE CONTAS,ALTERA DISPOSIÇÕES DA ORGANIZAÇÃO JUDICIÁRIA DO ESTADO DE MINAS GERAIS.,"ALTERAÇÃO, ORGANIZAÇÃO JUDICIÁRIA, COMPETÊNCIA, CÂMARA CÍVEL, TRIBUNAL
DE ALÇADA DO ESTADO DE MINAS GERAIS (TAMG).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-11-30,000143603,PL. 2255 1982 - PROJETO DE LEI,,ORGANIZAÇÃO JUDICIÁRIA,LEI 8437 1983 - LEI ORDINÁRIA,20170123,1543,malves,1982-11-26,"list(passo = 1, data = ""1982-11-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 8 1983 NA FORMA DE SUBSTITUTIVO\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 8 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 10 8 1983\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 20 8 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 26 8 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 9 1983"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8437/1983,LEI 8437 1983 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2254,1982,DEPUTADO JÉSUS TRINDADE                    PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO MISSIONÁRIA EVANGÉLICA
PORTA DE SIÃO, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-27,000143604,PL. 2254 1982 - PROJETO DE LEI,1048,UTILIDADE PÚBLICA,NA,20120131,1119,rosanacf,1982-11-25,"list(passo = 1, data = ""1982-11-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2253,1982,DEPUTADO JOÃO NAVARRO                      PDS,"DECLARA DE UTILIDADE PÚBLICA O ASILO SÃO JOSÉ DA CONFERÊNCIA
VICENTINA NOSSA SENHORA DO PORTO, COM SEDE EM ANDRELÂNDIA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ANDRELÂNDIA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-27,000143605,PL. 2253 1982 - PROJETO DE LEI,311,UTILIDADE PÚBLICA,NA,20120131,1119,rosanacf,1982-11-25,"list(passo = 1, data = ""1982-11-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2251,1982,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"AUTORIZA O PODER EXECUTIVO A CONCEDER ABONO ANUAL AOS SERVIDORES
PÚBLICOS ESTADUAIS.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-26,000143617,PL. 2251 1982 - PROJETO DE LEI,1698,NA,NA,20090804,1615,drumo,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2250,1982,DEPUTADO SYLO COSTA                        PDS,DISPÕE SOBRE PENSÃO POR FALECIMENTO DE DEPUTADO ESTADUAL.,NA,NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1982-11-26,000143618,PL. 2250 1982 - PROJETO DE LEI,978,NA,NA,19980101,NA,Carga,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 11 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1982\nCOMISSÕES:\nMESA DA ASSEMBLEIA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JUAREZ HOSKEN\nPUBLICAÇÃO: 1 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 12 1982\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 22 12 1982\nVENTO MANTIDO."")",list(),list(),N,"list(id = 978, nome = ""DEPUTADO SYLO COSTA"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2236,1982,DEPUTADO EMÍLIO HADDAD                     MDB,"CONSIDERA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS-APAE, COM SEDE EM CAMPO BELO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CAMPO BELO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-26,000143619,PL. 2236 1982 - PROJETO DE LEI,1192,UTILIDADE PÚBLICA,NA,20120131,1120,rosanacf,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2235,1982,DEPUTADO CARLOS LEMOS                      ARENA,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR DA SOCIEDADE
SÃO VICENTE DE PAULO, COM SEDE EM ARAXÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAXÁ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-26,000143620,PL. 2235 1982 - PROJETO DE LEI,1744,UTILIDADE PÚBLICA,NA,20120131,1120,rosanacf,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 1744, nome = ""DEPUTADO CARLOS LEMOS"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2234,1982,DEPUTADO CARLOS LEMOS                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS FUNCIONÁRIOS DA
FOSFÉRTIL DE ARAXÁ - AFF, COM SEDE EM ARAXÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAXÁ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-26,000143621,PL. 2234 1982 - PROJETO DE LEI,1744,UTILIDADE PÚBLICA,NA,20120131,1121,rosanacf,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 1744, nome = ""DEPUTADO CARLOS LEMOS"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2233,1982,DEPUTADO FÚLVIO FONTOURA                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A COMISSÃO MINEIRA DE FOLCLORE, COM
SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-26,000143622,PL. 2233 1982 - PROJETO DE LEI,2035,UTILIDADE PÚBLICA,NA,20120131,1124,rosanacf,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 2035, nome = ""DEPUTADO FÚLVIO FONTOURA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2232,1982,DEPUTADO CARLOS LEMOS                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BAMBUIENSE DE PROMOÇÃO
E ASSISTENCIA-ABAPA, COM SEDE EM BAMBUÍ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BAMBUÍ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-26,000143623,PL. 2232 1982 - PROJETO DE LEI,1744,UTILIDADE PÚBLICA,NA,20120131,1124,rosanacf,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 1744, nome = ""DEPUTADO CARLOS LEMOS"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2231,1982,DEPUTADO LEÃO BORGES                       ARENA,"DECLARA DE UTILIDADE PÚBLICA A LOJA MAÇÔNICA DELTA LUMINOSO NÚMERO
82, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-26,000143624,PL. 2231 1982 - PROJETO DE LEI,713,UTILIDADE PÚBLICA,NA,20120131,1130,rosanacf,1982-11-24,"list(passo = 1, data = ""1982-11-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 713, nome = ""DEPUTADO LEÃO BORGES"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2220,1982,DEPUTADO DOMINGOS LANNA                    PFL,"DÁ A DENOMINAÇÃO DE DEPUTADO HUMBERTO ALMEIDA À ESCOLA DE CONTORNO
DA CIDADE DE MARIANA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, MARIANA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-11-22,000143642,PL. 2220 1982 - PROJETO DE LEI,1679,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8360 1982 - LEI ORDINÁRIA,20120503,1738,rosanacf,1982-11-22,"list(passo = 1, data = ""1982-11-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 1 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1982\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 12 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 12 1982"")",list(),list(),N,"list(id = 1679, nome = ""DEPUTADO DOMINGOS LANNA"", partido = ""PFL"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/8360/1982,LEI 8360 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2218,1982,GOVERNADOR DO ESTADO,"CRIA O FUNDO DE APOIO ÀS ATIVIDADES MERCANTIS - FAM E DÁ OUTRAS
PROVIDÊNCIAS.","CRIAÇÃO, FUNDO DE APOIO ÀS ATIVIDADES MERCANTIS, OBJETIVO,
FINANCIAMENTO, CAPITAL DE GIRO, OPERAÇÃO, PRODUTO AGRÍCOLA, DESTINO,
EXTERIOR.
ORIGEM, RECURSOS, GESTÃO, FUNDO DE APOIO ÀS ATIVIDADES MERCANTIS.",NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1982-11-24,000143639,PL. 2218 1982 - PROJETO DE LEI,,"AGROPECUÁRIA
COMÉRCIO
FUNDO ESTADUAL",LEI 8385 1982 - LEI ORDINÁRIA,20180104,1306,zigoni,1982-11-22,"list(passo = 1, data = ""1982-11-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 2 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1982\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 3 12 1982\nMANTIDO O VETO PARCIAL.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1982"")",list(),list(),N,NULL,"AGROPECUÁRIA
INDÚSTRIA, COMÉRCIO E SERVIÇOS
FINANÇAS PÚBLICAS",DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8385/1982,LEI 8385 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2215,1982,DEPUTADO ROBERTO LUIZ SOARES               PDS,"DÁ DENOMINAÇÃO DE JOSÉ MAURÍLIO VALENTE À ESCOLA ESTADUAL DE AIRÕES,
SITUADA NO MUNICÍPIO DE PAULA CÂNDIDO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PAULA CÂNDIDO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-11-20,000143644,PL. 2215 1982 - PROJETO DE LEI,2115,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1739,rosanacf,1982-11-18,"list(passo = 1, data = ""1982-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 2115, nome = ""DEPUTADO ROBERTO LUIZ SOARES"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2182,1982,GOVERNADOR DO ESTADO,"ALTERA DISPOSITIVO DA LEI 499, DE 4 12 1974, QUE DISPÕE SOBRE A
ESTRUTURA DO QUADRO DE CARGOS DA POLÍCIA CIVIL.
(ACRESCENTA GRATIFICAÇÃO DE ESTÍMULO À PRODUÇÃO INDIVIDUAL AO
OCUPANTE DE CARGO EM COMISSÃO DE NATUREZA ADMINISTRATIVA JUNTO À
SECRETARIA DE SEGURANÇA PÚBLICA).","ALTERAÇÃO, NORMAS, VANTAGENS, CARGO EM COMISSÃO, POLÍCIA CIVIL.
EXTENSÃO, GRATIFICAÇÃO DE PRODUTIVIDADE, OCUPANTE, CARGO EM COMISSÃO,
NATUREZA ADMINISTRATIVA, POLÍCIA CIVIL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-11-10,000143676,PL. 2182 1982 - PROJETO DE LEI,,"POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS (PCMG)
PESSOAL",LEI 8363 1982 - LEI ORDINÁRIA,20131015,1636,rosanacf,1982-11-09,"list(passo = 1, data = ""1982-11-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 3 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1982\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 8 12 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 21 12 1982"")",list(),list(),N,NULL,"ADMINISTRAÇÃO PÚBLICA
SEGURANÇA PÚBLICA",DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 914 1982"")",NA,NA,/legislacao/mineira/LEI/8363/1982,LEI 8363 1982 - LEI ORDINÁRIA
